open_time,open,high,low,close,volume,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
1654304400000,0.00009591,0.00009625,0.00009410,0.00009447,18394547725.34000000,1654307999999,1751633.29519518,7876,6929413585.73000000,660282.98470474,0
1654308000000,0.00009449,0.00009495,0.00009000,0.00009234,58248058658.04000000,1654311599999,5365132.72119170,23705,19717229586.37000000,1818476.14272172,0
1654311600000,0.00009238,0.00009285,0.00009111,0.00009220,21597191340.90000000,1654315199999,1987735.88515199,9635,10832160151.75000000,997178.73927437,0
1654315200000,0.00009220,0.00009413,0.00009208,0.00009318,15968284231.00000000,1654318799999,1486645.51194347,8453,8373721980.62000000,779474.87094936,0
1654318800000,0.00009317,0.00009368,0.00009226,0.00009300,14917519736.51000000,1654322399999,1384257.42274490,7305,6510675036.12000000,604154.67552260,0
1654322400000,0.00009299,0.00009360,0.00009293,0.00009310,11347686253.78000000,1654325999999,1058395.52389433,5819,5458540069.54000000,509179.91173622,0
1654326000000,0.00009309,0.00009340,0.00009225,0.00009266,12996124410.40000000,1654329599999,1205708.87953153,6523,5440663632.32000000,504824.64613969,0
1654329600000,0.00009266,0.00009395,0.00009202,0.00009335,18268271772.83000000,1654333199999,1698692.01870880,8325,8775175473.91000000,816049.02683944,0
1654333200000,0.00009335,0.00009391,0.00009300,0.00009336,15522968810.53000000,1654336799999,1450126.09300715,7366,7284041383.50000000,680746.28086465,0
1654336800000,0.00009335,0.00009456,0.00009326,0.00009438,16717398475.80000000,1654340399999,1568091.42294194,8449,9208653830.94000000,863964.27991531,0
1654340400000,0.00009437,0.00009523,0.00009350,0.00009400,22004964863.30000000,1654343999999,2074265.28484577,10159,10636344877.85000000,1003291.00943415,0
1654344000000,0.00009399,0.00009411,0.00009222,0.00009256,20611542266.34000000,1654347599999,1920041.17829388,9631,8742221938.96000000,814099.98253449,0
1654347600000,0.00009256,0.00009325,0.00009254,0.00009293,13293611790.38000000,1654351199999,1234558.58809286,7632,6982650575.75000000,648516.30585838,0
1654351200000,0.00009292,0.00009367,0.00009251,0.00009335,14278571441.37000000,1654354799999,1330461.12841620,7605,7426282931.98000000,692064.00209150,0
1654354800000,0.00009336,0.00009400,0.00009311,0.00009399,13902752555.50000000,1654358399999,1299651.96457233,7083,7436190781.36000000,695175.29105906,0
1654358400000,0.00009394,0.00009400,0.00009286,0.00009316,14336603531.25000000,1654361999999,1337584.10829667,7326,6455040650.99000000,602064.42660886,0
1654362000000,0.00009316,0.00009340,0.00009263,0.00009315,11707126229.20000000,1654365599999,1087554.49916246,6171,5435555785.47000000,505011.16937934,0
1654365600000,0.00009315,0.00009330,0.00009278,0.00009289,8831374652.78000000,1654369199999,821849.53778239,4974,4150069416.69000000,386218.54034874,0
1654369200000,0.00009288,0.00009297,0.00009150,0.00009230,16074658068.40000000,1654372799999,1482838.64743566,7735,6261678873.96000000,577711.25733204,0
1654372800000,0.00009228,0.00009300,0.00009171,0.00009242,11797891544.72000000,1654376399999,1090435.21961642,5988,6126653091.72000000,566561.32449097,0
1654376400000,0.00009241,0.00009284,0.00009202,0.00009226,8851002208.34000000,1654379999999,818391.92120774,4849,4295056334.61000000,397255.86561790,0
1654380000000,0.00009226,0.00009281,0.00009183,0.00009246,10158724295.84000000,1654383599999,939607.36849693,4968,4780334035.54000000,442293.79119968,0
1654383600000,0.00009246,0.00009270,0.00009213,0.00009246,6421331695.76000000,1654387199999,593282.21665000,3320,2929498504.33000000,270736.80882959,0
1654387200000,0.00009245,0.00009253,0.00009164,0.00009189,11456877153.83000000,1654390799999,1055085.00939876,5144,5503682533.58000000,506879.63303723,0
1654390800000,0.00009189,0.00009189,0.00007611,0.00008686,187156034298.72000000,1654394399999,15712526.60873387,78719,80958224335.24000000,6765256.34509611,0
1654394400000,0.00008700,0.00008730,0.00008350,0.00008578,55653818238.96000000,1654397999999,4742280.56272984,23164,27437901475.45000000,2340019.15954845,0
1654398000000,0.00008578,0.00008647,0.00008070,0.00008289,46029293693.42000000,1654401599999,3841250.12863929,17061,20833104372.17000000,1737597.04932414,0
1654401600000,0.00008291,0.00008500,0.00008191,0.00008416,36812959087.31000000,1654405199999,3066244.52678518,14585,19243433275.47000000,1604199.88158361,0
1654405200000,0.00008413,0.00008449,0.00008338,0.00008444,26972760028.70000000,1654408799999,2266018.20313261,11091,14932181630.60000000,1254649.10213318,0
1654408800000,0.00008446,0.00008455,0.00008325,0.00008394,21402168844.87000000,1654412399999,1796226.96592015,9617,9793173842.74000000,822080.74660881,0
1654412400000,0.00008394,0.00008821,0.00008343,0.00008514,36073271490.58000000,1654415999999,3074508.12796300,17717,19649114274.20000000,1676182.93726312,0
1654416000000,0.00008504,0.00008687,0.00008496,0.00008537,33731214770.52000000,1654419599999,2890405.93519644,13353,16811052587.56000000,1441076.32441026,0
1654419600000,0.00008538,0.00008538,0.00007936,0.00008097,88984504871.17000000,1654423199999,7279492.26075752,32947,42414521721.69000000,3468782.50891165,0
1654423200000,0.00008100,0.00008258,0.00008097,0.00008120,42625324135.63000000,1654426799999,3489307.66867496,16935,21926497423.85000000,1794982.84367565,0
1654426800000,0.00008125,0.00008244,0.00008056,0.00008230,27851561813.80000000,1654430399999,2269405.85909558,12296,13948265541.77000000,1136701.92223555,0
1654430400000,0.00008230,0.00008236,0.00008088,0.00008155,22332595825.87000000,1654433999999,1825130.53256608,10953,10914780667.04000000,892138.60340016,0
1654434000000,0.00008155,0.00008179,0.00007900,0.00007965,28899569426.40000000,1654437599999,2333566.63779893,13081,13179040640.48000000,1064488.23432987,0
1654437600000,0.00007965,0.00008154,0.00007962,0.00008037,37638276831.92000000,1654441199999,3033021.34811429,14898,17497270288.99000000,1410332.61655793,0
1654441200000,0.00008037,0.00008517,0.00008029,0.00008366,62204294177.27000000,1654444799999,5164387.96935840,23578,33543784272.99000000,2783045.42011281,0
1654444800000,0.00008370,0.00008611,0.00008252,0.00008356,44364869295.81000000,1654448399999,3729226.71089822,17414,22033635839.24000000,1853139.09687139,0
